OutcomeType	Breed	Color	Name	Selected	AnimalType	SexuponOutcome	AgeuponOutcome
Adoption	Rat Terrier Mix	Black/White		No	Dog	Neutered Male	4-6 years
Transfer	Chihuahua Shorthair Mix	Cream	Lady	No	Dog	Spayed Female	1-3 years
Euthanasia	Domestic Shorthair Mix	Brown Tabby		No	Cat	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Blue/White		No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	White/Orange Tabby	Carrot Cake	No	Cat	Neutered Male	Under 1 year
Transfer	Shih Tzu	Black/White	Tinkerbell	No	Dog	Spayed Female	1-3 years
Transfer	Catahoula Mix	Black/Brown	Roscoe	No	Dog	Neutered Male	1-3 years
Return_to_owner	Chihuahua Shorthair Mix	Sable	Leon	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Minnie	No	Cat	Spayed Female	Under 1 year
Transfer	Miniature Poodle Mix	White/Pink	Scooby Doo	No	Dog	Neutered Male	1-3 years
Transfer	Pit Bull Mix	Brown Brindle/White		No	Dog	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Calico/Brown		No	Cat	Spayed Female	Under 1 year
Adoption	Chihuahua Shorthair Mix	Brown	Chuy	No	Dog	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Male	Under 1 year
Transfer	American Bulldog Mix	White/Tan	Robert	No	Dog	Neutered Male	1-3 years
Adoption	Dachshund Mix	Black	Biscuit	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Unknown	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Lucy	No	Cat	Spayed Female	1-3 years
Adoption	Domestic Shorthair Mix	Black	Khaleesi	No	Cat	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Intact Female	Under 1 year
Transfer	Great Pyrenees/Pointer	White/Orange	Dell	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Unknown	Under 1 year
Return_to_owner	Labrador Retriever Mix	Chocolate/Brown	Chocolate	No	Dog	Neutered Male	1-3 years
Adoption	Australian Cattle Dog Mix	Blue Tick	Garth	No	Dog	Neutered Male	Under 1 year
Transfer	Labrador Retriever Mix	Cream		No	Dog	Intact Female	Under 1 year
Transfer	Domestic Medium Hair Mix	White		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby		No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Longhair Mix	Brown Tabby/White	Graham	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White		No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair	Tortie	Sophia	No	Cat	Spayed Female	Under 1 year
Return_to_owner	Pit Bull/German Shepherd	Fawn	Blue	No	Dog	Neutered Male	1-3 years
Transfer	Labrador Retriever Mix	Black	Sarah	No	Dog	Intact Female	1-3 years
Return_to_owner	Domestic Shorthair Mix	Black/White	Patches	No	Cat	Neutered Male	4-6 years
Adoption	Australian Shepherd Mix	White/Tan	Miranda	No	Dog	Spayed Female	1-3 years
Adoption	Yorkshire Terrier/Cairn Terrier	Black/Brown	Zeus	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Blue/White	Gracie	No	Cat	Spayed Female	4-6 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Toulouse	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Calico		No	Cat	Intact Female	Under 1 year
Transfer	Pit Bull Mix	Sable		No	Dog	Intact Male	Under 1 year
Transfer	Pit Bull Mix	Brown/White	Jacey	No	Dog	Intact Female	Under 1 year
Euthanasia	Chow Chow Mix	Red/Black	Hobie	No	Dog	Neutered Male	1-3 years
Transfer	Chihuahua Shorthair/Cardigan Welsh Corgi	Sable/Cream	Cole	No	Dog	Neutered Male	1-3 years
Return_to_owner	Domestic Longhair Mix	Cream Tabby/White	Sa	No	Cat	Neutered Male	1-3 years
Adoption	Dachshund Mix	Tan/Black	Tiberius	No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Black/White	William	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Toba	No	Cat	Intact Male	Under 1 year
Return_to_owner	American Pit Bull Terrier Mix	Black Brindle/White	Rocket	No	Dog	Intact Male	Under 1 year
Adoption	Australian Cattle Dog Mix	Tan/White	Addison	No	Dog	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Blue Tabby/White		No	Cat	Intact Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Tricolor		No	Dog	Intact Male	Under 1 year
Adoption	Chihuahua Shorthair Mix	Black/White	Bella	No	Dog	Spayed Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Blue		No	Cat	Intact Male	1-3 years
Transfer	Domestic Shorthair Mix	Lynx Point		No	Cat	Unknown	Under 1 year
Transfer	Domestic Medium Hair Mix	Orange Tabby	Melvin	No	Cat	Intact Male	1-3 years
Adoption	Pointer Mix	White/Brown	Maya	No	Dog	Spayed Female	7-10 years
Return_to_owner	Border Collie	Black/White	Cash	No	Dog	Neutered Male	4-6 years
Transfer	Anatol Shepherd Mix	White/Brown	Pup 1	No	Dog	Intact Male	Under 1 year
Euthanasia	Cairn Terrier Mix	Tan		No	Dog	Intact Female	1-3 years
Adoption	Domestic Medium Hair Mix	Cream Tabby		No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Blue Tabby	Wilhemina	No	Cat	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Blue	Forest	No	Cat	Intact Female	Under 1 year
Transfer	Cairn Terrier Mix	Brown	Holiday	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Davey	No	Cat	Neutered Male	Under 1 year
Adoption	Miniature Pinscher/Chihuahua Shorthair	Black/Tan	Scooby	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Black	Cliff	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Orange Tabby/White		No	Cat	Unknown	Under 1 year
Adoption	Beagle Mix	White/Brown	Schmellow	No	Dog	Spayed Female	4-6 years
Return_to_owner	Domestic Shorthair Mix	Tortie	Josie	No	Cat	Spayed Female	1-3 years
Adoption	Yorkshire Terrier/Chihuahua Shorthair	Black/Tan	Billy	No	Dog	Neutered Male	1-3 years
Return_to_owner	Beagle Mix	Red/White	Ham	No	Dog	Intact Male	1-3 years
Transfer	Shih Tzu Mix	White/Brown		No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Star	No	Cat	Neutered Male	4-6 years
Return_to_owner	Dachshund Mix	Black/White	Nacha	No	Dog	Spayed Female	1-3 years
Adoption	Australian Shepherd/Parson Russell Terrier	Tricolor	Jodie	No	Dog	Spayed Female	1-3 years
Adoption	Toy Poodle	White	Daisy	No	Dog	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Black	Necrobutcher	No	Cat	Neutered Male	7-10 years
Euthanasia	American Bulldog Mix	White/Red	Dub	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black	Sam	No	Cat	Intact Male	Under 1 year
Adoption	Dachshund Mix	Black	Kyuss	No	Dog	Spayed Female	4-6 years
Return_to_owner	Pit Bull/Chow Chow	Tan/White	Stella	No	Dog	Spayed Female	4-6 years
Adoption	German Shepherd Mix	Sable	Arya	No	Dog	Spayed Female	4-6 years
Adoption	Boston Terrier Mix	Tan/Black		No	Dog	Spayed Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Black/White		No	Cat	Intact Male	Under 1 year
Adoption	Queensland Heeler	Red/White	Max	No	Dog	Neutered Male	1-3 years
Return_to_owner	German Shepherd Mix	Black/Tan	Spike	No	Dog	Intact Male	11+ years
Adoption	Domestic Shorthair Mix	Brown Tabby	Shakespeare	No	Cat	Neutered Male	Under 1 year
Died	Domestic Shorthair Mix	Orange Tabby	Oliver	No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby/White	Candy	No	Cat	Spayed Female	1-3 years
Transfer	German Shepherd Mix	Tan/Brown	Nacho	No	Dog	Neutered Male	Under 1 year
Transfer	Pit Bull Mix	Chocolate/White		No	Dog	Intact Female	Under 1 year
Adoption	Siamese Mix	Seal Point	Silver	No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black	Tiny Tim	No	Cat	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Unknown	Under 1 year
Adoption	Siamese	Seal Point	Mia	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Falcon	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Cream Tabby		No	Cat	Unknown	Under 1 year
Adoption	Pit Bull Mix	Blue/White	Cleo	No	Dog	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Liberty	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby		No	Cat	Neutered Male	Under 1 year
Euthanasia	Domestic Shorthair Mix	Blue Tabby		No	Cat	Intact Female	Under 1 year
Adoption	Chihuahua Shorthair Mix	Red	Lucy	No	Dog	Spayed Female	4-6 years
Return_to_owner	Chihuahua Shorthair Mix	Black/White	Foxy	No	Dog	Spayed Female	4-6 years
Transfer	Chihuahua Shorthair Mix	Tan	Esmerelda	No	Dog	Spayed Female	1-3 years
Return_to_owner	Bull Terrier Mix	White	Lucky	No	Dog	Intact Male	Under 1 year
Adoption	Chinese Sharpei/Labrador Retriever	Tan	Bonzai	No	Dog	Neutered Male	Under 1 year
Transfer	Border Collie Mix	Black	Angel	No	Dog	Intact Female	7-10 years
Adoption	American Staffordshire Terrier Mix	Black/White	Byron	No	Dog	Neutered Male	4-6 years
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Transfer	Labrador Retriever Mix	Black/White	Monty	No	Dog	Intact Male	Under 1 year
Return_to_owner	Domestic Shorthair Mix	Brown Tabby	Gable	No	Cat	Neutered Male	1-3 years
Return_to_owner	Chihuahua Shorthair Mix	Yellow	Chica	No	Dog	Spayed Female	11+ years
Return_to_owner	Labrador Retriever Mix	Yellow	Murphy	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	White/Orange Tabby	Joe	No	Cat	Neutered Male	Under 1 year
Transfer	Chihuahua Shorthair	Brown	Butters	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Bast	No	Cat	Spayed Female	1-3 years
Return_to_owner	English Bulldog/Boxer	Brown/White	Disel	No	Dog	Neutered Male	1-3 years
Adoption	Labrador Retriever/Australian Cattle Dog	Red	William	No	Dog	Neutered Male	7-10 years
Adoption	Mastiff Mix	Sable	Donny	No	Dog	Neutered Male	1-3 years
Transfer	Snowshoe Mix	Seal Point	Jack	No	Cat	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Tortie	Amber	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Calico	Clementine	No	Cat	Spayed Female	Under 1 year
Adoption	Labrador Retriever Mix	Black/White	Bella	No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Female	Under 1 year
Transfer	Australian Kelpie/Pit Bull	Red/White	Lola	No	Dog	Spayed Female	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby/White	Theodore	No	Cat	Intact Male	Under 1 year
Adoption	Labrador Retriever Mix	Chocolate/White	Franklin Jr.	No	Dog	Neutered Male	Under 1 year
Euthanasia	Pit Bull	Blue/White	Vegas	No	Dog	Intact Male	7-10 years
Transfer	Border Collie Mix	Black/White	Max	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Black	Veza	No	Cat	Spayed Female	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Queso	No	Cat	Neutered Male	Under 1 year
Euthanasia	Labrador Retriever Mix	White/Brown	Nimby	No	Dog	Intact Male	1-3 years
Adoption	Domestic Shorthair Mix	Black/White	Bob	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Kwazii	No	Cat	Neutered Male	1-3 years
Adoption	Labrador Retriever/Australian Cattle Dog	Tan/White	Sissy	No	Dog	Spayed Female	1-3 years
Euthanasia	Pit Bull Mix	Blue/White	Bam Bam	No	Dog	Intact Male	4-6 years
Transfer	Russian Blue Mix	Blue		No	Cat	Unknown	Under 1 year
Adoption	Australian Cattle Dog	Blue Merle	Bill	No	Dog	Neutered Male	1-3 years
Adoption	Australian Cattle Dog Mix	Brown/White	Cindy Lou	No	Dog	Spayed Female	Under 1 year
Euthanasia	Domestic Shorthair Mix	Brown Tabby/Black		No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Unknown	1-3 years
Adoption	Keeshond Mix	Brown/Black	Darcy	No	Dog	Spayed Female	7-10 years
Adoption	Dachshund Wirehair Mix	Sable/White		No	Dog	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Black	Fetty	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	1-3 years
Adoption	Great Pyrenees Mix	White	Calvin	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Elvis	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Spayed Female	1-3 years
Adoption	German Shepherd/Australian Cattle Dog	Black/White	Oso	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Female	Under 1 year
Transfer	Boxer/Pit Bull	Chocolate/White	Heidi	No	Dog	Intact Female	1-3 years
Adoption	Domestic Longhair Mix	Tortie/Orange	Baby	No	Cat	Spayed Female	1-3 years
Return_to_owner	Labrador Retriever Mix	Brown	Chalmers	No	Dog	Neutered Male	7-10 years
Transfer	Domestic Shorthair Mix	White/Brown Tabby		No	Cat	Intact Female	1-3 years
Transfer	Border Collie Mix	Black/White		No	Dog	Intact Female	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Waylon	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Juliet	No	Cat	Spayed Female	1-3 years
Return_to_owner	American Staffordshire Terrier Mix	Brown Brindle/White	Hotpocket	No	Dog	Intact Female	1-3 years
Transfer	Chihuahua Shorthair/Dachshund	Tricolor		No	Dog	Neutered Male	1-3 years
Transfer	American Pit Bull Terrier Mix	Brown Brindle/White	Polo	No	Dog	Intact Male	Under 1 year
Transfer	Redbone Hound Mix	Red/White	Max	No	Dog	Neutered Male	Under 1 year
Transfer	Border Collie/Labrador Retriever	Black/White	Ms. Boe	No	Dog	Spayed Female	7-10 years
Adoption	Alaskan Malamute Mix	Black/Tan	Titan	No	Dog	Neutered Male	1-3 years
Died	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Cairn Terrier Mix	Tan	Sleepy	No	Dog	Spayed Female	1-3 years
Adoption	Great Dane/Australian Cattle Dog	Black/White	Jack Bauer	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Pepperonirol	No	Cat	Spayed Female	Under 1 year
Transfer	Australian Cattle Dog Mix	Brown Merle/White	Kenny	No	Dog	Neutered Male	Under 1 year
Transfer	Labrador Retriever Mix	Black		No	Dog	Intact Male	Under 1 year
Euthanasia	Domestic Shorthair Mix	Brown Tabby	Tom	No	Cat	Intact Female	Under 1 year
Adoption	Dachshund Wirehair/Chihuahua Longhair	Tan	Princessa	No	Dog	Intact Female	1-3 years
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Intact Female	Under 1 year
Transfer	Dachshund Mix	Sable/Tan	Scooby	No	Dog	Neutered Male	1-3 years
Adoption	Siberian Husky Mix	White/Tan	Asher	No	Dog	Neutered Male	4-6 years
Adoption	Dachshund Mix	Brown		No	Dog	Neutered Male	Under 1 year
Euthanasia	Boxer Mix	Brown Brindle/White	Potter	No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Tricolor		No	Dog	Neutered Male	1-3 years
Return_to_owner	English Springer Spaniel	White/Liver	Belle	No	Dog	Spayed Female	7-10 years
Return_to_owner	American Staffordshire Terrier Mix	Brown Brindle	Avalak	No	Dog	Intact Male	7-10 years
Adoption	Smooth Fox Terrier Mix	Tricolor	Petey	No	Dog	Neutered Male	7-10 years
Euthanasia	Domestic Medium Hair Mix	Torbie		No	Cat	Intact Female	Under 1 year
Transfer	Domestic Medium Hair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Transfer	Border Collie/Labrador Retriever	Black/White	Dolly	No	Dog	Spayed Female	Under 1 year
Adoption	Dachshund Longhair/Miniature Schnauzer	Silver/White	Roxie	No	Dog	Spayed Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black		No	Cat	Intact Male	Under 1 year
Euthanasia	Australian Shepherd/Australian Cattle Dog	Brown/Tan		No	Dog	Intact Male	4-6 years
Adoption	Pit Bull Mix	Blue/White	Ukiah	No	Dog	Spayed Female	Under 1 year
Adoption	Shetland Sheepdog/Dachshund Longhair	Brown/White	Steven	No	Dog	Neutered Male	Under 1 year
Adoption	Flat Coat Retriever Mix	Black	Smiley	No	Dog	Spayed Female	1-3 years
Adoption	Pit Bull Mix	Brown/White	Kylo	No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Banshee	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Chihuahua Shorthair Mix	Chocolate/White	Gizmo	No	Dog	Neutered Male	Under 1 year
Adoption	Siamese Mix	Lynx Point/White	Tito	No	Cat	Intact Male	Under 1 year
Transfer	Pomeranian	Red	Lark	No	Dog	Intact Female	1-3 years
Transfer	Domestic Shorthair Mix	Black	Denton	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Pit Bull Mix	White/Brown	Roxie	No	Dog	Spayed Female	4-6 years
Euthanasia	Pit Bull/Labrador Retriever	Black/White	Mojo	No	Dog	Neutered Male	4-6 years
Adoption	Domestic Shorthair Mix	Blue Tabby	Grayson	No	Cat	Spayed Female	Under 1 year
Transfer	Domestic Medium Hair Mix	Black		No	Cat	Intact Male	1-3 years
Transfer	Pug Mix	Brown/White	Fluffy	No	Dog	Neutered Male	1-3 years
Return_to_owner	Chihuahua Shorthair Mix	Fawn/White	Socks	No	Dog	Neutered Male	4-6 years
Adoption	Domestic Shorthair Mix	Black/White	Jr	No	Cat	Neutered Male	Under 1 year
Return_to_owner	American Staffordshire Terrier Mix	Tricolor	Daisy	No	Dog	Spayed Female	1-3 years
Adoption	Labrador Retriever Mix	Brown	Niko	No	Dog	Neutered Male	1-3 years
Adoption	Great Dane/Mastiff	Black/White	Groot	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Calico	Isis	No	Cat	Intact Female	1-3 years
Adoption	Pit Bull Mix	Brown Brindle/White	Penny	No	Dog	Spayed Female	1-3 years
Adoption	Akita/Siberian Husky	Tan/White	Gopher	No	Dog	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever Mix	Black	Chiquis	No	Dog	Spayed Female	1-3 years
Adoption	Chihuahua Shorthair Mix	Brown Brindle/White		No	Dog	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever/Beagle	Tan/White	Daisy	No	Dog	Spayed Female	4-6 years
Transfer	Blue Lacy/American Bulldog	Brown/White		No	Dog	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White	Xena	No	Cat	Spayed Female	7-10 years
Adoption	Domestic Shorthair Mix	Brown Tabby	Alfie	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Black/White		No	Cat	Intact Male	Under 1 year
Transfer	Dachshund/Chihuahua Shorthair	White/Black	Lou	No	Dog	Neutered Male	1-3 years
Return_to_owner	Domestic Longhair Mix	Black	Tomato	No	Cat	Spayed Female	7-10 years
Transfer	Domestic Shorthair Mix	Tortie		No	Cat	Intact Female	Under 1 year
Transfer	Chihuahua Shorthair Mix	Brown/White	Stetson	No	Dog	Intact Male	1-3 years
Adoption	Domestic Shorthair Mix	Black Smoke/White	Gordon	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Cavalier Span Mix	White/Brown	Princess	No	Dog	Spayed Female	1-3 years
Return_to_owner	Domestic Shorthair Mix	Brown Tabby/White	Kc	No	Cat	Intact Female	11+ years
Transfer	Great Dane Mix	Black/White	Danny Boy	No	Dog	Intact Male	Under 1 year
Transfer	Chihuahua Shorthair Mix	Tan	Pugsly	No	Dog	Neutered Male	7-10 years
Return_to_owner	Silky Terrier Mix	White	Doggie	No	Dog	Spayed Female	4-6 years
Adoption	Pit Bull Mix	Black/White	Fritz	No	Dog	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Black/White	Orlando	No	Cat	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Orange Tabby		No	Cat	Intact Male	Under 1 year
Return_to_owner	Miniature Poodle Mix	White	Mia	No	Dog	Spayed Female	1-3 years
Transfer	Miniature Schnauzer/Miniature Poodle	White	Oscar	No	Dog	Intact Male	Under 1 year
Transfer	Domestic Shorthair Mix	Cream Tabby		No	Cat	Unknown	Under 1 year
Adoption	Domestic Shorthair Mix	Orange Tabby	Pooh Bear	No	Cat	Neutered Male	1-3 years
Adoption	Labrador Retriever Mix	Black/White	Dino	No	Dog	Neutered Male	1-3 years
Transfer	Domestic Shorthair Mix	Black		No	Cat	Unknown	Under 1 year
Return_to_owner	Pit Bull Mix	White/Brown	Don	No	Dog	Neutered Male	1-3 years
Adoption	Pit Bull Mix	Tan/White		No	Dog	Neutered Male	Under 1 year
Adoption	Manx Mix	Blue/White	Baxter	No	Cat	Neutered Male	Under 1 year
Return_to_owner	Labrador Retriever Mix	Yellow	Biscuit	No	Dog	Neutered Male	1-3 years
Transfer	Labrador Retriever Mix	Black/White	Hailey	No	Dog	Intact Female	Under 1 year
Transfer	Domestic Shorthair Mix	Black	Groucho	No	Cat	Neutered Male	Under 1 year
Transfer	Domestic Shorthair Mix	Brown Tabby		No	Cat	Intact Male	Under 1 year
Euthanasia	Domestic Shorthair	Calico	Tasha	No	Cat	Spayed Female	4-6 years
Adoption	Australian Shepherd Mix	Brown		No	Dog	Neutered Male	1-3 years
Adoption	Domestic Shorthair Mix	Black		No	Cat	Spayed Female	Under 1 year
Transfer	Australian Shepherd/Boxer	Brown Brindle/White	Sheila	No	Dog	Spayed Female	4-6 years
Adoption	Domestic Shorthair Mix	Brown Tabby/White	Snickers	No	Cat	Neutered Male	Under 1 year
Adoption	Domestic Shorthair Mix	Brown Tabby	Amy	No	Cat	Spayed Female	4-6 years
Transfer	Domestic Shorthair Mix	Cream Tabby		No	Cat	Unknown	Under 1 year
Transfer	Domestic Shorthair Mix	Cream Tabby		No	Cat	Intact Male	Under 1 year
Adoption	Dachshund Mix	Black/Tan	Obi-Wan	No	Dog	Neutered Male	Under 1 year
Adoption	Staffordshire Mix	Blue/White	M.J.	No	Dog	Spayed Female	7-10 years
Return_to_owner	Labrador Retriever Mix	Chocolate	Booboo	No	Dog	Neutered Male	1-3 years
Euthanasia	Pit Bull Mix	Blue/White	Cookie	No	Dog	Spayed Female	4-6 years
Return_to_owner	American Bulldog Mix	Brown/White		No	Dog	Neutered Male	Under 1 year
Return_to_owner	Pit Bull Mix	Blue/White	Khaos	No	Dog	Neutered Male	1-3 years
Transfer	Pit Bull Mix	Blue/White	Pharaoh	No	Dog	Neutered Male	1-3 years
Return_to_owner	Chihuahua Shorthair Mix	Brown	Chico	No	Dog	Neutered Male	1-3 years
Transfer	Shih Tzu Mix	Tan/White	Idgie	No	Dog	Intact Male	1-3 years
Transfer	Dachshund Mix	Brown/Black	Roxie	No	Dog	Spayed Female	4-6 years
Adoption	Domestic Shorthair Mix	Black	Oscar	No	Cat	Neutered Male	1-3 years
